FLIGHT_DATE,year,quarter,month,day,AIRLINE,AIRLINE_CODE,DOT_CODE,FLIGHT_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,SCHEDULED_DEP_TIME,crs_dep_time_converted,DEP_TIME,dep_time_converted,DEP_DELAY,TAXI_OUT,WHEELS_OFF,wheels_off_converted,WHEELS_ON,wheels_on_converted,TAXI_IN,SCHEDULED_ARR_TIME,crs_arr_time_converted,ARR_TIME,arr_time_converted,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,SCHEDULED_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,cancelled_c,diverted_c
2021-06-11,2021,2,Jun,11,Delta Air Lines Inc.,DL,19790,2820,ATL,"Atlanta, GA",BDL,"Hartford, CT",1850,18:50,1959.0,19:59,69.0,14.0,2013.0,20:13,2208.0,22:08,4.0,2112,21:12,2212.0,22:12,60.0,0,Not Cancelled,0,142.0,133.0,115.0,859.0,60.0,0.0,0.0,0.0,0.0,No,No
2020-07-31,2020,3,Jul,31,American Airlines Inc.,AA,19805,2107,RDU,"Raleigh/Durham, NC",DFW,"Dallas/Fort Worth, TX",1207,12:07,1201.0,12:01,-6.0,14.0,1215.0,12:15,1346.0,13:46,11.0,1358,13:58,1357.0,13:57,-1.0,0,Not Cancelled,0,171.0,176.0,151.0,1061.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-08-05,2021,3,Aug,5,Southwest Airlines Co.,WN,19393,430,MDW,"Chicago, IL",BNA,"Nashville, TN",820,08:20,826.0,08:26,6.0,10.0,836.0,08:36,935.0,09:35,6.0,940,09:40,941.0,09:41,1.0,0,Not Cancelled,0,80.0,75.0,59.0,395.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-11-20,2019,4,Nov,20,Delta Air Lines Inc.,DL,19790,1065,BDL,"Hartford, CT",ATL,"Atlanta, GA",600,06:00,555.0,05:55,-5.0,15.0,610.0,06:10,802.0,08:02,6.0,840,08:40,808.0,08:08,-32.0,0,Not Cancelled,0,160.0,133.0,112.0,859.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-05-01,2022,2,May,1,Southwest Airlines Co.,WN,19393,1011,BWI,"Baltimore, MD",BDL,"Hartford, CT",1735,17:35,1738.0,17:38,3.0,12.0,1750.0,17:50,1843.0,18:43,3.0,1840,18:40,1846.0,18:46,6.0,0,Not Cancelled,0,65.0,68.0,53.0,283.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-07-01,2020,3,Jul,1,Delta Air Lines Inc.,DL,19790,1225,STT,"Charlotte Amalie, VI",ATL,"Atlanta, GA",1615,16:15,1613.0,16:13,-2.0,15.0,1628.0,16:28,1945.0,19:45,3.0,1957,19:57,1948.0,19:48,-9.0,0,Not Cancelled,0,222.0,215.0,197.0,1599.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-12-25,2021,4,Dec,25,Southwest Airlines Co.,WN,19393,2516,DAL,"Dallas, TX",MSY,"New Orleans, LA",1435,14:35,1428.0,14:28,-7.0,9.0,1437.0,14:37,1533.0,15:33,3.0,1600,16:00,1536.0,15:36,-24.0,0,Not Cancelled,0,85.0,68.0,56.0,436.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-03-24,2019,1,Mar,24,Spirit Air Lines,NK,20416,906,DEN,"Denver, CO",IAH,"Houston, TX",1530,15:30,1526.0,15:26,-4.0,14.0,1540.0,15:40,1830.0,18:30,15.0,1858,18:58,1845.0,18:45,-13.0,0,Not Cancelled,0,148.0,139.0,110.0,862.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-03-17,2019,1,Mar,17,United Air Lines Inc.,UA,19977,1157,SRQ,"Sarasota/Bradenton, FL",ORD,"Chicago, IL",1615,16:15,1611.0,16:11,-4.0,31.0,1642.0,16:42,1838.0,18:38,12.0,1815,18:15,1850.0,18:50,35.0,0,Not Cancelled,0,180.0,219.0,176.0,1050.0,0.0,0.0,35.0,0.0,0.0,No,No
2022-05-05,2022,2,May,5,JetBlue Airways,B6,20409,1273,JFK,"New York, NY",CHS,"Charleston, SC",803,08:03,800.0,08:00,-3.0,17.0,817.0,08:17,943.0,09:43,3.0,1012,10:12,946.0,09:46,-26.0,0,Not Cancelled,0,129.0,106.0,86.0,636.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-01-27,2019,1,Jan,27,Spirit Air Lines,NK,20416,262,FLL,"Fort Lauderdale, FL",ACY,"Atlantic City, NJ",1430,14:30,1443.0,14:43,13.0,28.0,1511.0,15:11,1706.0,17:06,5.0,1700,17:00,1711.0,17:11,11.0,0,Not Cancelled,0,150.0,148.0,115.0,977.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-11-12,2022,4,Nov,12,Delta Air Lines Inc.,DL,19790,2706,GRR,"Grand Rapids, MI",MSP,"Minneapolis, MN",730,07:30,720.0,07:20,-10.0,10.0,730.0,07:30,731.0,07:31,5.0,806,08:06,736.0,07:36,-30.0,0,Not Cancelled,0,96.0,76.0,61.0,408.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-09-06,2022,3,Sep,6,American Airlines Inc.,AA,19805,1754,DFW,"Dallas/Fort Worth, TX",PNS,"Pensacola, FL",830,08:30,830.0,08:30,0.0,19.0,849.0,08:49,1016.0,10:16,4.0,1014,10:14,1020.0,10:20,6.0,0,Not Cancelled,0,104.0,110.0,87.0,604.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-05-25,2021,2,May,25,PSA Airlines Inc.,OH,20397,5037,CLT,"Charlotte, NC",RDU,"Raleigh/Durham, NC",914,09:14,906.0,09:06,-8.0,30.0,936.0,09:36,1005.0,10:05,4.0,1029,10:29,1009.0,10:09,-20.0,0,Not Cancelled,0,75.0,63.0,29.0,130.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-04-23,2019,2,Apr,23,United Air Lines Inc.,UA,19977,498,ORD,"Chicago, IL",IAD,"Washington, DC",1330,13:30,1329.0,13:29,-1.0,23.0,1352.0,13:52,1612.0,16:12,3.0,1620,16:20,1615.0,16:15,-5.0,0,Not Cancelled,0,110.0,106.0,80.0,588.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-07-04,2021,3,Jul,4,Allegiant Air,G4,20368,46,LAS,"Las Vegas, NV",GEG,"Spokane, WA",625,06:25,639.0,06:39,14.0,28.0,707.0,07:07,854.0,08:54,4.0,833,08:33,858.0,08:58,25.0,0,Not Cancelled,0,128.0,139.0,107.0,806.0,0.0,0.0,25.0,0.0,0.0,No,No
2019-04-03,2019,2,Apr,3,ExpressJet Airlines LLC d/b/a aha!,EV,20366,4450,TUL,"Tulsa, OK",IAH,"Houston, TX",859,08:59,852.0,08:52,-7.0,10.0,902.0,09:02,1014.0,10:14,14.0,1045,10:45,1028.0,10:28,-17.0,0,Not Cancelled,0,106.0,96.0,72.0,429.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-03-06,2022,1,Mar,6,JetBlue Airways,B6,20409,406,FLL,"Fort Lauderdale, FL",EWR,"Newark, NJ",2030,20:30,2030.0,20:30,0.0,14.0,2044.0,20:44,2309.0,23:09,11.0,2328,23:28,2320.0,23:20,-8.0,0,Not Cancelled,0,178.0,170.0,145.0,1065.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-04-15,2023,2,Apr,15,Republic Airline,YX,20452,3615,MSP,"Minneapolis, MN",EWR,"Newark, NJ",1325,13:25,714.0,07:14,1069.0,55.0,809.0,08:09,1134.0,11:34,33.0,1723,17:23,1207.0,12:07,1124.0,0,Not Cancelled,0,178.0,233.0,145.0,1008.0,0.0,0.0,1124.0,0.0,0.0,No,No
2023-01-03,2023,1,Jan,3,Allegiant Air,G4,20368,1206,USA,"Concord, NC",SFB,"Sanford, FL",1541,15:41,1531.0,15:31,-10.0,12.0,1543.0,15:43,1653.0,16:53,18.0,1709,17:09,1711.0,17:11,2.0,0,Not Cancelled,0,88.0,100.0,70.0,457.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-01-31,2019,1,Jan,31,American Airlines Inc.,AA,19805,231,DFW,"Dallas/Fort Worth, TX",RNO,"Reno, NV",1140,11:40,1135.0,11:35,-5.0,16.0,1151.0,11:51,1241.0,12:41,6.0,1318,13:18,1247.0,12:47,-31.0,0,Not Cancelled,0,218.0,192.0,170.0,1345.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-06-08,2021,2,Jun,8,American Airlines Inc.,AA,19805,1378,ORD,"Chicago, IL",ABQ,"Albuquerque, NM",1315,13:15,1316.0,13:16,1.0,14.0,1330.0,13:30,1457.0,14:57,8.0,1516,15:16,1505.0,15:05,-11.0,0,Not Cancelled,0,181.0,169.0,147.0,1118.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-06-21,2019,2,Jun,21,American Airlines Inc.,AA,19805,1214,SLC,"Salt Lake City, UT",DFW,"Dallas/Fort Worth, TX",600,06:00,558.0,05:58,-2.0,10.0,608.0,06:08,915.0,09:15,14.0,940,09:40,929.0,09:29,-11.0,0,Not Cancelled,0,160.0,151.0,127.0,989.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-12-28,2021,4,Dec,28,SkyWest Airlines Inc.,OO,20304,5311,IAH,"Houston, TX",BOI,"Boise, ID",1805,18:05,1835.0,18:35,30.0,16.0,1851.0,18:51,2121.0,21:21,3.0,2110,21:10,2124.0,21:24,14.0,0,Not Cancelled,0,245.0,229.0,210.0,1482.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-12-25,2019,4,Dec,25,Southwest Airlines Co.,WN,19393,3711,BNA,"Nashville, TN",MCI,"Kansas City, MO",1715,17:15,1711.0,17:11,-4.0,8.0,1719.0,17:19,1835.0,18:35,6.0,1855,18:55,1841.0,18:41,-14.0,0,Not Cancelled,0,100.0,90.0,76.0,491.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-07-23,2023,3,Jul,23,United Air Lines Inc.,UA,19977,1182,AUS,"Austin, TX",IAH,"Houston, TX",520,05:20,521.0,05:21,1.0,18.0,539.0,05:39,606.0,06:06,9.0,617,06:17,615.0,06:15,-2.0,0,Not Cancelled,0,57.0,54.0,27.0,140.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-07-18,2019,3,Jul,18,Southwest Airlines Co.,WN,19393,992,IND,"Indianapolis, IN",TPA,"Tampa, FL",2135,21:35,2254.0,22:54,79.0,6.0,2300.0,23:00,44.0,00:44,3.0,2350,23:50,47.0,00:47,57.0,0,Not Cancelled,0,135.0,113.0,104.0,837.0,57.0,0.0,0.0,0.0,0.0,No,No
2019-11-02,2019,4,Nov,2,American Airlines Inc.,AA,19805,2520,DFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",1851,18:51,1859.0,18:59,8.0,13.0,1912.0,19:12,2058.0,20:58,12.0,2119,21:19,2110.0,21:10,-9.0,0,Not Cancelled,0,148.0,131.0,106.0,801.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-06-01,2021,2,Jun,1,SkyWest Airlines Inc.,OO,20304,3032,DFW,"Dallas/Fort Worth, TX",BIL,"Billings, MT",1900,19:00,1859.0,18:59,-1.0,15.0,1914.0,19:14,2048.0,20:48,4.0,2058,20:58,2052.0,20:52,-6.0,0,Not Cancelled,0,178.0,173.0,154.0,1081.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-05-28,2022,2,May,28,Republic Airline,YX,20452,3593,MHT,"Manchester, NH",EWR,"Newark, NJ",600,06:00,555.0,05:55,-5.0,18.0,613.0,06:13,700.0,07:00,6.0,737,07:37,706.0,07:06,-31.0,0,Not Cancelled,0,97.0,71.0,47.0,209.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-10-08,2022,4,Oct,8,American Airlines Inc.,AA,19805,2720,DFW,"Dallas/Fort Worth, TX",TUS,"Tucson, AZ",826,08:26,820.0,08:20,-6.0,18.0,838.0,08:38,832.0,08:32,5.0,850,08:50,837.0,08:37,-13.0,0,Not Cancelled,0,144.0,137.0,114.0,813.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-10-28,2020,4,Oct,28,Endeavor Air Inc.,9E,20363,5047,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1745,17:45,1740.0,17:40,-5.0,11.0,1751.0,17:51,1907.0,19:07,14.0,1932,19:32,1921.0,19:21,-11.0,0,Not Cancelled,0,107.0,101.0,76.0,501.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-01-01,2019,1,Jan,1,Delta Air Lines Inc.,DL,19790,345,ATL,"Atlanta, GA",DAB,"Daytona Beach, FL",939,09:39,935.0,09:35,-4.0,12.0,947.0,09:47,1041.0,10:41,3.0,1055,10:55,1044.0,10:44,-11.0,0,Not Cancelled,0,76.0,69.0,54.0,366.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-12-28,2020,4,Dec,28,SkyWest Airlines Inc.,OO,20304,5327,SFO,"San Francisco, CA",BOI,"Boise, ID",1825,18:25,1823.0,18:23,-2.0,17.0,1840.0,18:40,2108.0,21:08,3.0,2105,21:05,2111.0,21:11,6.0,0,Not Cancelled,0,100.0,108.0,88.0,522.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-05-17,2022,2,May,17,Southwest Airlines Co.,WN,19393,4041,BWI,"Baltimore, MD",MHT,"Manchester, NH",755,07:55,750.0,07:50,-5.0,13.0,803.0,08:03,902.0,09:02,5.0,915,09:15,907.0,09:07,-8.0,0,Not Cancelled,0,80.0,77.0,59.0,377.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-03-04,2020,1,Mar,4,United Air Lines Inc.,UA,19977,1013,SFO,"San Francisco, CA",DEN,"Denver, CO",1252,12:52,1251.0,12:51,-1.0,20.0,1311.0,13:11,1612.0,16:12,9.0,1629,16:29,1621.0,16:21,-8.0,0,Not Cancelled,0,157.0,150.0,121.0,967.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-12-20,2021,4,Dec,20,SkyWest Airlines Inc.,OO,20304,5056,PRC,"Prescott, AZ",DEN,"Denver, CO",600,06:00,608.0,06:08,8.0,11.0,619.0,06:19,739.0,07:39,10.0,759,07:59,749.0,07:49,-10.0,0,Not Cancelled,0,119.0,101.0,80.0,557.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-07-03,2023,3,Jul,3,JetBlue Airways,B6,20409,431,BOS,"Boston, MA",LGA,"New York, NY",1400,14:00,1350.0,13:50,-10.0,15.0,1405.0,14:05,1449.0,14:49,6.0,1521,15:21,1455.0,14:55,-26.0,0,Not Cancelled,0,81.0,65.0,44.0,184.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-01-06,2020,1,Jan,6,Delta Air Lines Inc.,DL,19790,1530,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",1030,10:30,1035.0,10:35,5.0,15.0,1050.0,10:50,1724.0,17:24,4.0,1740,17:40,1728.0,17:28,-12.0,0,Not Cancelled,0,250.0,233.0,214.0,1947.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-02-26,2021,1,Feb,26,United Air Lines Inc.,UA,19977,440,SMF,"Sacramento, CA",DEN,"Denver, CO",530,05:30,526.0,05:26,-4.0,11.0,537.0,05:37,832.0,08:32,7.0,847,08:47,839.0,08:39,-8.0,0,Not Cancelled,0,137.0,133.0,115.0,909.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-04-08,2023,2,Apr,8,Southwest Airlines Co.,WN,19393,3355,MDW,"Chicago, IL",SAT,"San Antonio, TX",2120,21:20,2133.0,21:33,13.0,7.0,2140.0,21:40,2.0,00:02,3.0,15,00:15,5.0,00:05,-10.0,0,Not Cancelled,0,175.0,152.0,142.0,1036.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-06-12,2021,2,Jun,12,Delta Air Lines Inc.,DL,19790,1031,DTW,"Detroit, MI",ATL,"Atlanta, GA",1330,13:30,1332.0,13:32,2.0,10.0,1342.0,13:42,1522.0,15:22,6.0,1531,15:31,1528.0,15:28,-3.0,0,Not Cancelled,0,121.0,116.0,100.0,594.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-04-16,2019,2,Apr,16,Envoy Air,MQ,20398,3657,GRR,"Grand Rapids, MI",ORD,"Chicago, IL",1414,14:14,1409.0,14:09,-5.0,13.0,1422.0,14:22,1355.0,13:55,15.0,1420,14:20,1410.0,14:10,-10.0,0,Not Cancelled,0,66.0,61.0,33.0,137.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-01-16,2023,1,Jan,16,SkyWest Airlines Inc.,OO,20304,5762,DEN,"Denver, CO",SLC,"Salt Lake City, UT",1720,17:20,1725.0,17:25,5.0,23.0,1748.0,17:48,1902.0,19:02,7.0,1907,19:07,1909.0,19:09,2.0,0,Not Cancelled,0,107.0,104.0,74.0,391.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-01-07,2019,1,Jan,7,Southwest Airlines Co.,WN,19393,397,SAT,"San Antonio, TX",DAL,"Dallas, TX",1350,13:50,1401.0,14:01,11.0,6.0,1407.0,14:07,1452.0,14:52,3.0,1455,14:55,1455.0,14:55,0.0,0,Not Cancelled,0,65.0,54.0,45.0,248.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-05-25,2019,2,May,25,Republic Airline,YX,20452,3604,MSY,"New Orleans, LA",EWR,"Newark, NJ",1330,13:30,1416.0,14:16,46.0,11.0,1427.0,14:27,1800.0,18:00,9.0,1740,17:40,1809.0,18:09,29.0,0,Not Cancelled,0,190.0,173.0,153.0,1167.0,0.0,0.0,13.0,0.0,16.0,No,No
2021-11-20,2021,4,Nov,20,Alaska Airlines Inc.,AS,19930,444,SEA,"Seattle, WA",LAX,"Los Angeles, CA",930,09:30,931.0,09:31,1.0,11.0,942.0,09:42,1147.0,11:47,9.0,1220,12:20,1156.0,11:56,-24.0,0,Not Cancelled,0,170.0,145.0,125.0,954.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-02-19,2021,1,Feb,19,Spirit Air Lines,NK,20416,1673,CMH,"Columbus, OH",MCO,"Orlando, FL",745,07:45,740.0,07:40,-5.0,19.0,759.0,07:59,1001.0,10:01,10.0,1005,10:05,1011.0,10:11,6.0,0,Not Cancelled,0,140.0,151.0,122.0,802.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-08-07,2020,3,Aug,7,PSA Airlines Inc.,OH,20397,5437,SRQ,"Sarasota/Bradenton, FL",CLT,"Charlotte, NC",622,06:22,619.0,06:19,-3.0,19.0,638.0,06:38,757.0,07:57,14.0,813,08:13,811.0,08:11,-2.0,0,Not Cancelled,0,111.0,112.0,79.0,547.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-01-07,2020,1,Jan,7,Alaska Airlines Inc.,AS,19930,779,STL,"St. Louis, MO",SEA,"Seattle, WA",1940,19:40,1924.0,19:24,-16.0,12.0,1936.0,19:36,2201.0,22:01,6.0,2215,22:15,2207.0,22:07,-8.0,0,Not Cancelled,0,275.0,283.0,265.0,1709.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-02-27,2019,1,Feb,27,Southwest Airlines Co.,WN,19393,760,MDW,"Chicago, IL",MHT,"Manchester, NH",2120,21:20,2203.0,22:03,43.0,15.0,2218.0,22:18,52.0,00:52,4.0,25,00:25,56.0,00:56,31.0,0,Not Cancelled,0,125.0,113.0,94.0,838.0,31.0,0.0,0.0,0.0,0.0,No,No
2019-11-27,2019,4,Nov,27,Frontier Airlines Inc.,F9,20436,121,SJU,"San Juan, PR",TPA,"Tampa, FL",1857,18:57,1856.0,18:56,-1.0,14.0,1910.0,19:10,2049.0,20:49,8.0,2110,21:10,2057.0,20:57,-13.0,0,Not Cancelled,0,193.0,181.0,159.0,1237.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-02-11,2019,1,Feb,11,Southwest Airlines Co.,WN,19393,1721,SFO,"San Francisco, CA",SAN,"San Diego, CA",1115,11:15,1226.0,12:26,71.0,19.0,1245.0,12:45,1348.0,13:48,16.0,1250,12:50,1404.0,14:04,74.0,0,Not Cancelled,0,95.0,98.0,63.0,447.0,71.0,0.0,3.0,0.0,0.0,No,No
2020-02-26,2020,1,Feb,26,JetBlue Airways,B6,20409,965,BOS,"Boston, MA",RSW,"Fort Myers, FL",1544,15:44,1538.0,15:38,-6.0,24.0,1602.0,16:02,1942.0,19:42,7.0,1920,19:20,1949.0,19:49,29.0,0,Not Cancelled,0,216.0,251.0,220.0,1249.0,0.0,0.0,29.0,0.0,0.0,No,No
2022-07-14,2022,3,Jul,14,Republic Airline,YX,20452,4649,DCA,"Washington, DC",CHS,"Charleston, SC",1346,13:46,1343.0,13:43,-3.0,20.0,1403.0,14:03,1523.0,15:23,5.0,1529,15:29,1528.0,15:28,-1.0,0,Not Cancelled,0,103.0,105.0,80.0,444.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-08-04,2019,3,Aug,4,Mesa Airlines Inc.,YV,20378,5754,PHX,"Phoenix, AZ",ELP,"El Paso, TX",1231,12:31,1226.0,12:26,-5.0,22.0,1248.0,12:48,1439.0,14:39,2.0,1448,14:48,1441.0,14:41,-7.0,0,Not Cancelled,0,77.0,75.0,51.0,347.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-03-05,2019,1,Mar,5,American Airlines Inc.,AA,19805,1168,ORD,"Chicago, IL",SAN,"San Diego, CA",1320,13:20,1315.0,13:15,-5.0,12.0,1327.0,13:27,1533.0,15:33,5.0,1545,15:45,1538.0,15:38,-7.0,0,Not Cancelled,0,265.0,263.0,246.0,1723.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-04-06,2023,2,Apr,6,JetBlue Airways,B6,20409,1248,TPA,"Tampa, FL",LGA,"New York, NY",1016,10:16,1007.0,10:07,-9.0,48.0,1055.0,10:55,1309.0,13:09,9.0,1304,13:04,1318.0,13:18,14.0,0,Not Cancelled,0,168.0,191.0,134.0,1010.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-07-03,2020,3,Jul,3,Delta Air Lines Inc.,DL,19790,1710,SLC,"Salt Lake City, UT",MSP,"Minneapolis, MN",1349,13:49,1346.0,13:46,-3.0,21.0,1407.0,14:07,1707.0,17:07,4.0,1710,17:10,1711.0,17:11,1.0,0,Not Cancelled,0,141.0,145.0,120.0,991.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-05-13,2019,2,May,13,Delta Air Lines Inc.,DL,19790,1232,DCA,"Washington, DC",JFK,"New York, NY",605,06:05,600.0,06:00,-5.0,11.0,611.0,06:11,657.0,06:57,19.0,720,07:20,716.0,07:16,-4.0,0,Not Cancelled,0,75.0,76.0,46.0,213.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-04-04,2019,2,Apr,4,Republic Airline,YX,20452,4420,CMH,"Columbus, OH",PHL,"Philadelphia, PA",559,05:59,557.0,05:57,-2.0,14.0,611.0,06:11,722.0,07:22,5.0,735,07:35,727.0,07:27,-8.0,0,Not Cancelled,0,96.0,90.0,71.0,406.0,0.0,0.0,0.0,0.0,0.0,No,No
